ID	Word 	Lemma	Pos	Extra	Features	Headposition	Relation		EverythingElse
834	нажиться	нажить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2181.675#2182.065
835	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evb1991m-words#@evb1991m#2182.065#2182.455
836	скорее	скорее	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2182.455#2182.845
837	всего	все	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2182.845#2183.235
838	просто	просто	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2183.235#2183.625
839	ошиблись	ошибиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2183.625#2184.015
840	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2184.015#2184.405
841	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2184.405#2184.795
842	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2184.795#2185.185
843	сказали	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2185.185#2185.575
844	что	что	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2185.575#2185.965
845	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2185.965#2186.355
846	клубе	клуб	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2186.355#2186.745
847	очень	очень	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2186.745#2187.135
848	много	много	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2187.135#2187.525
849	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2187.525#2187.915
850	помещается	помещаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2187.915#2188.305
851	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2188.305#2188.695
852	ноо	ноо	CCONJ	_		_	_	_	@evb1991m-words#@evb1991m#2188.695#2189.085
853	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2189.085#2189.475
854	там	там	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2189.475#2189.865
855	помещалось	помещаться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2189.865#2190.255
856	действительно	действительно	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2190.255#2190.645
857	много	много	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2190.645#2191.035
858	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2191.035#2191.425
859	но	но	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2191.425#2191.815
860	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2191.815#2192.205
861	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2192.205#2192.595
862	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2192.595#2192.985
863	что	что	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2192.985#2193.375
864	у	у	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2193.375#2193.765
865	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@evb1991m-words#@evb1991m#2193.765#2194.155
866	очень	очень	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2194.155#2194.545
867	много	много	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2194.545#2194.935
868	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2194.935#2195.325
869	ВИПов	ВИП	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2195.325#2195.715
870	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2195.715#2196.105
871	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2196.105#2196.5
872	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2198.636#2198.947
873	нет	нет	PART	_		_	_	_	@evb1991m-words#@evb1991m#2198.947#2199.258
874	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2199.258#2199.569
875	ВИПов	ВИП	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2199.569#2199.88
876	имеется	иметься	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2199.88#2200.191
877	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2200.191#2200.502
878	виду	вид	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2200.502#2200.813
879	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2200.813#2201.124
880	дорогие	дорогой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2201.124#2201.435
881	билеты	билет	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2201.435#2201.746
882	те	тот	DET	_	Case=Nom|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2201.746#2202.057
883	кто	кто	PRON	_	Case=Nom	_	_	_	@evb1991m-words#@evb1991m#2202.057#2202.368
884	сядет	сесть	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2202.368#2202.679
885	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2202.679#2202.99
886	сядет	сесть	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2202.99#2203.301
887	за	за	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2203.301#2203.612
888	столики	столик	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2203.612#2203.923
889	могут	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2203.923#2204.234
890	заказывать	заказывать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2204.234#2204.545
891	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2204.545#2204.856
892	так	так	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2204.856#2205.167
893	далее	далее	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2205.167#2205.478
894	а	а	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2205.478#2205.789
895	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@evb1991m-words#@evb1991m#2205.789#2206.1
896	стоит	стоить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2206.1#2206.411
897	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2206.411#2206.722
898	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2206.722#2207.033
899	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2207.033#2207.344
900	надо	надо	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2207.344#2207.655
901	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2207.655#2207.966
902	им	они	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@evb1991m-words#@evb1991m#2207.966#2208.277
903	выкручиваться	выкручиваться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2208.277#2208.588
904	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2208.588#2208.899
905	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2208.899#2209.21
906	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evb1991m-words#@evb1991m#2209.21#2209.521
907	ничего	ничто	PRON	_	Case=Gen	_	_	_	@evb1991m-words#@evb1991m#2209.521#2209.832
908	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2209.832#2210.143
909	нашли	найти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2210.143#2210.454
910	умнее	умный	ADV	_	Degree=Cmp	_	_	_	@evb1991m-words#@evb1991m#2210.454#2210.765
911	как	как	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2210.765#2211.076
912	вот	вот	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2211.076#2211.387
913	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2211.387#2211.698
914	за	за	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2211.698#2212.009
915	столиком	столик	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2212.009#2212.32
916	сидят	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2212.32#2212.631
917	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2212.631#2212.942
918	оградить	оградить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2212.942#2213.253
919	толпу	толпа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2213.253#2213.564
920	которой	который	PRON	_	Case=Gen	_	_	_	@evb1991m-words#@evb1991m#2213.564#2213.875
921	вот	вот	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2213.875#2214.186
922	там	там	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2214.186#2214.497
923	очень	очень	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2214.497#2214.808
924	тяжело	тяжело	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2214.808#2215.119
925	что-то	что-то	PRON	_	Case=Nom	_	_	_	@evb1991m-words#@evb1991m#2215.119#2215.43
926	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2215.43#2215.741
927	видно	видно	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2215.741#2216.052
928	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2216.052#2216.363
929	просто	просто	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2216.363#2216.674
930	обычным	обычный	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2216.674#2216.985
931	железным	железный	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2216.985#2217.296
932	забором	забор	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2217.296#2217.607
933	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2217.607#2217.918
934	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2217.918#2218.229
935	вот	вот	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2218.229#2218.54
936	а	а	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2218.54#2218.851
937	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2218.851#2219.162
938	катался	катать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2219.162#2219.473
939	как	как	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2219.473#2219.784
940	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2219.784#2220.095
941	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2220.095#2220.406
942	семнадцатом	семнадцатый	NUM	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2220.406#2220.717
943	году	год	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2220.717#2221.028
944	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2221.028#2221.339
945	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2221.339#2221.65
946	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2221.65#2221.961
947	стоит	стоить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2221.961#2222.272
948	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2222.272#2222.583
949	что	что	PRON	_	Case=Acc	_	_	_	@evb1991m-words#@evb1991m#2222.583#2222.894
950	вот	вот	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2222.894#2223.205
951	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2223.205#2223.516
952	том	тот	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2223.516#2223.827
953	городе	город	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2223.827#2224.138
954	шутки	шутка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2224.138#2224.449
955	про	про	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2224.449#2224.76
956	семнадцатый	семнадцатый	NUM	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2224.76#2225.071
957	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2225.071#2225.382
958	заходили	заходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2225.382#2225.693
959	на	на	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2225.693#2226.004
960	ура	ура	INTJ	_		_	_	_	@evb1991m-words#@evb1991m#2226.004#2226.363
961	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2227.635#2227.983
962	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2227.983#2228.331
963	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2228.331#2228.679
964	подходил	подходить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2228.679#2229.027
965	к	к	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2229.027#2229.375
966	забору	забор	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2229.375#2229.723
967	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2229.723#2230.071
968	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2230.071#2230.419
969	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2230.419#2230.767
970	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2230.767#2231.115
971	естественно	естественный	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2231.115#2231.463
972	подыгрывал	подыгрывать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2231.463#2231.811
973	что	что	PRON	_	Case=Acc	_	_	_	@evb1991m-words#@evb1991m#2231.811#2232.159
974	дескать	дескать	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2232.159#2232.507
975	щас	щас	ADV	_		_	_	_	@evb1991m-words#@evb1991m#2232.507#2232.855
976	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2232.855#2233.203
977	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2233.203#2233.551
978	к	к	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2233.551#2233.899
979	холопам	холопа	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2233.899#2234.247
980	схожу	ходить	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2234.247#2234.595
981	к	к	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2234.595#2234.943
982	этому	этот	DET	_	Case=Dat|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2234.943#2235.291
983	быдлу	быдло	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2235.291#2235.639
984	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2235.639#2235.987
985	подходил	подходить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2235.987#2236.335
986	к	к	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2236.335#2236.683
987	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2236.683#2237.031
988	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2237.031#2237.379
989	к	к	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2237.379#2237.727
990	забору	забор	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2237.727#2238.075
991	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2238.075#2238.423
992	шутил	шутить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2238.423#2238.771
993	как	как	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2238.771#2239.119
994	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2239.119#2239.467
995	про	про	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2239.467#2239.815
996	семнадцатый	семнадцатый	NUM	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2239.815#2240.163
997	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2240.163#2240.511
998	что	что	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2240.511#2240.859
999	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2240.859#2241.207
1000	ребята	ребята	NOUN	_	Animacy=Anim|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2241.207#2241.555
1001	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@evb1991m-words#@evb1991m#2241.555#2241.903
1002	забыли	забыть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2241.903#2242.251
1003	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2242.251#2242.599
1004	какой	какой	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2242.599#2242.947
1005	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2242.947#2243.295
1006	на	на	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2243.295#2243.643
1007	дворе	двор	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2243.643#2243.991
1008	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2243.991#2244.339
1009	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2244.339#2244.687
1010	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2244.687#2245.035
1011	так	так	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2245.035#2245.383
1012	далее	далее	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2245.383#2245.731
1013	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@evb1991m-words#@evb1991m#2245.731#2246.079
1014	щас	щас	ADV	_		_	_	_	@evb1991m-words#@evb1991m#2246.079#2246.427
1015	смеетесь	сметься	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2246.427#2246.775
1016	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2246.775#2247.123
1017	а	а	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2247.123#2247.471
1018	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@evb1991m-words#@evb1991m#2247.471#2247.819
1019	вот	вот	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2247.819#2248.167
1020	стоим	стоять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2248.167#2248.515
1021	[нрзб]	[нрзб]		_	_	_	_	_	@evb1991m-words#@evb1991m#2248.515#2248.863
1022	народу	народ	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2248.863#2249.211
1023	эти	этот	DET	_	Case=Acc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2249.211#2249.559
1024	шутки	шутка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2249.559#2249.907
1025	замечательно	замечательно	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2249.907#2250.255
1026	заходят	заходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2250.255#2250.603
1027	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2250.603#2250.951
1028	судя	судить	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2250.951#2251.299
1029	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2251.299#2251.647
1030	по	по	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2251.647#2251.995
1031	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2251.995#2252.343
1032	вот	вот	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2252.343#2252.691
1033	подобному	подобный	ADJ	_	Case=Dat|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2252.691#2253.039
1034	поведению	поведение	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2253.039#2253.387
1035	аудитория	аудитория	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2253.387#2253.735
1036	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2253.735#2254.083
1037	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@evb1991m-words#@evb1991m#2254.083#2254.431
1038	cссс	с	INTJ	_		_	_	_	@evb1991m-words#@evb1991m#2254.431#2254.779
1039	похожа	похожий	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@evb1991m-words#@evb1991m#2254.779#2255.127
1040	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2255.127#2255.475
1041	похожа	похожий	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@evb1991m-words#@evb1991m#2255.475#2255.823
1042	на	на	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2255.823#2256.171
1043	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2256.171#2256.519
1044	во	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2256.519#2256.867
1045	многих	много	ADV	_	_	_	_	_	@evb1991m-words#@evb1991m#2256.867#2257.215
1046	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2257.215#2257.563
1047	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2257.563#2257.911
1048	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2257.911#2258.259
1049	безусловно	безусловно	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2258.259#2258.607
1050	но	но	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2258.607#2258.955
1051	многие	много	NUM	_	_	_	_	_	@evb1991m-words#@evb1991m#2258.955#2259.303
1052	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2259.303#2259.651
