ID;Word ;Lemma;Pos;Extra;Features;Headposition;Relation;;EverythingElse
887;какие-то;какой-то;DET;_;Case=Nom|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#348.882#349.171
888;игры;игра;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#349.171#349.46
889;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#349.46#349.749
890;какие-то;какой-то;DET;_;Case=Nom|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#349.749#350.038
891;форматы;формат;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#350.038#350.327
892;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#350.327#350.616
893;которые;который;PRON;_;Case=Nom;_;_;_;@dtp1985m-words#@dtp1985m#350.616#350.905
894;могли;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#350.905#351.194
895;бы;бы;AUX;_;_;_;_;_;@dtp1985m-words#@dtp1985m#351.194#351.483
896;там;там;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#351.483#351.78
897;быть;быть;AUX;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#351.81#352.098
898;нами;мы;PRON;_;Case=Ins|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#352.098#352.386
899;использованы;использовать;VERB;_;Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass;_;_;_;@dtp1985m-words#@dtp1985m#352.386#352.674
900;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#352.674#352.962
901;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#352.962#353.25
902;всё;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#353.25#353.538
903;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#353.538#353.826
904;со;с;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#353.826#354.114
905;временем;время;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#354.114#354.402
906;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#354.402#354.69
907;переросло;перерасти;VERB;_;Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#354.69#354.978
908;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#354.978#355.266
909;ааа;аа;INTJ;_;;_;_;_;@dtp1985m-words#@dtp1985m#355.266#355.554
910;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#355.554#355.842
911;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#355.842#356.13
912;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#356.13#356.418
913;более-менее;более-менее;ADV;_;Degree=Cmp;_;_;_;@dtp1985m-words#@dtp1985m#356.418#356.706
914;тот;тот;DET;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#356.706#356.994
915;формат;формат;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#356.994#357.29
916;который;который;PRON;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#357.32#357.627
917;видят;видеть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#357.627#357.934
918;все;все;PRON;_;Animacy=Anim|Case=Nom|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#357.934#358.241
919;сейчас;сейчас;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#358.241#358.548
920;по;по;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#358.548#358.855
921;телевизору;телевизор;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#358.855#359.162
922;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#359.162#359.469
923;потом;потом;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#359.469#359.776
924;появился;появиться;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@dtp1985m-words#@dtp1985m#359.776#360.083
925;Антон;Антон;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#360.083#360.39
926;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#360.39#360.697
927;ребята;ребята;NOUN;_;Animacy=Anim|Case=Nom|Gender=Neut|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#360.697#361.004
928;параллельно;параллельно;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#361.004#361.311
929;делали;делать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#361.311#361.618
930;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#361.618#361.925
931;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#361.925#362.232
932;Питере;Питер;PROPN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#362.232#362.539
933;тоже;тоже;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#362.539#362.846
934;очень;очень;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#362.846#363.153
935;много;много;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#363.153#363.46
936;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#363.46#363.77
937;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#363.82#364.142
938;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#364.142#364.464
939;однажды;однажды;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#364.464#364.786
940;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#364.786#365.108
941;на;на;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#365.108#365.43
942;нас;мы;PRON;_;Case=Acc|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#365.43#365.752
943;обратили;обратить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#365.752#366.074
944;внимание;внимание;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#366.074#366.396
945;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#366.396#366.718
946;с;с;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#366.718#367.04
947;нами;мы;PRON;_;Case=Ins|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#367.04#367.362
948;познакомились;знакомиться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@dtp1985m-words#@dtp1985m#367.362#367.684
949;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#367.684#368.006
950;нас;мы;PRON;_;Case=Acc|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#368.006#368.328
951;заставили;заставить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#368.328#368.65
952;познакомиться;знакомиться;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Mid;_;_;_;@dtp1985m-words#@dtp1985m#368.65#368.98
953;да;да;PART;_;_;_;_;_;@as1991m-words#@as1991m#28.49#28.693
954;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#28.693#28.896
955;всё;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#28.896#29.099
956;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#29.099#29.302
957;что;что;PRON;_;Case=Acc;_;_;_;@as1991m-words#@as1991m#29.302#29.505
958;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@as1991m-words#@as1991m#29.505#29.708
959;видите;видеть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#29.708#29.911
960;в;в;ADP;_;_;_;_;_;@as1991m-words#@as1991m#29.911#30.114
961;телевизоре;телевизор;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#30.114#30.317
962;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#30.317#30.52
963;все;весь;PART;_;_;_;_;_;@as1991m-words#@as1991m#30.52#30.723
964;импровизация;импровизация;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#30.723#30.93
965;нет;нет;PART;_;;_;_;_;@as1991m-words#@as1991m#55.56#56.332
966;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#56.34#56.615
967;ничего;ничто;PRON;_;Case=Gen;_;_;_;@as1991m-words#@as1991m#56.615#56.89
968;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#56.89#57.165
969;просим;просить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#57.165#57.44
970;заранее;заранее;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#57.44#57.715
971;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#57.715#57.99
972;а;а;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#67.56#67.745
973;что;что;PRON;_;Case=Nom;_;_;_;@as1991m-words#@as1991m#67.745#67.93
974;у;у;ADP;_;_;_;_;_;@as1991m-words#@as1991m#67.93#68.115
975;тебя;ты;PRON;_;Case=Gen|Number=Sing|Person=2;_;_;_;@as1991m-words#@as1991m#68.115#68.3
976;нельзя;нельзя;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#68.3#68.485
977;спрашивать;спрашивать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@as1991m-words#@as1991m#68.485#68.67
978;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#68.67#68.86
979;вам;вы;PRON;_;Case=Dat|Number=Plur|Person=2;_;_;_;@as1991m-words#@as1991m#72.01#72.276
980;очень;очень;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#72.276#72.542
981;повезло;везти;VERB;_;Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#72.542#72.808
982;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#72.808#73.074
983;что;что;SCONJ;_;_;_;_;_;@as1991m-words#@as1991m#73.074#73.34
984;сегодня;сегодня;ADV;_;Degree=Pos ;_;_;_;@as1991m-words#@as1991m#73.34#73.606
985;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#73.606#73.872
986;Арсения;Арсений;PROPN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#73.872#74.138
987;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#74.138#74.41
988;нет;нет;PART;_;;_;_;_;@as1991m-words#@as1991m#90.05#90.7
989;абсолютно;абсолютно;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#90.7#90.911
990;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#90.911#91.122
991;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#91.122#91.333
992;можем;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#91.333#91.544
993;друг;друг;PRON;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#91.544#91.755
994;у;у;ADP;_;_;_;_;_;@as1991m-words#@as1991m#91.755#91.966
995;друга;друг;PRON;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#91.966#92.177
996;спросить;спросить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@as1991m-words#@as1991m#92.177#92.388
997;всё;все;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#92.388#92.599
998;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#92.599#92.81
999;что;что;PRON;_;Case=Nom;_;_;_;@as1991m-words#@as1991m#92.81#93.021
1000;угодно;угодно;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#93.021#93.24
1001;но;но;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#93.38#94.465
1002;Арсений;Арсений;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#94.465#95.55
1003;давайте;давать;VERB;_;Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#95.56#96.038
1004;красной;красный;ADJ;_;Case=Ins|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#96.038#96.516
1005;нитью;нить;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#96.516#96.994
1006;пустим;пустить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#96.994#97.472
1007;Арсения;Арсений;PROPN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#97.472#97.95
1008;в;в;ADP;_;_;_;_;_;@as1991m-words#@as1991m#97.95#98.428
1009;сегодняшнем;сегодняшний;ADJ;_;Case=Loc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#98.428#98.906
1010;эфире;эфир;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#98.906#99.39
1011;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#107.18#107.763
1012;получается;получаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@as1991m-words#@as1991m#107.763#108.346
1013;вообще;вообще;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#108.346#108.93
1014;конечно;конечно;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#114.76#115.162
1015;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#115.162#115.564
1016;конечно;конечно;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#115.564#115.966
1017;бывает;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#115.966#116.37
1018;но;но;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#116.5#116.731
1019;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#116.731#116.962
1020;ммм;мм;INTJ;_;;_;_;_;@as1991m-words#@as1991m#116.962#117.193
1021;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#117.193#117.424
1022;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#117.424#117.655
1023;этим;это;PRON;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#117.655#117.886
1024;занимаемся;заниматься;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@as1991m-words#@as1991m#117.886#118.117
1025;очень;очень;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#118.117#118.348
1026;много;много;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#118.348#118.579
1027;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@as1991m-words#@as1991m#118.579#118.81
1028;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#118.81#119.041
1029;и;и;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#119.041#119.272
1030;у;у;ADP;_;_;_;_;_;@as1991m-words#@as1991m#119.272#119.503
1031;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#119.503#119.734
1032;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#119.734#119.97
1033;этот;этот;DET;_;Case=Nom|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#120.01#120.336
1034;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#120.336#120.662
1035;процент;процент;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#120.662#120.988
1036;брака;брак;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#120.988#121.314
1037;сводится;сводиться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@as1991m-words#@as1991m#121.314#121.64
1038;к;к;ADP;_;_;_;_;_;@as1991m-words#@as1991m#121.64#121.966
1039;минимуму;минимум;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#121.966#122.292
1040;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#122.292#122.618
1041;вот;вот;PART;_;_;_;_;_;@as1991m-words#@as1991m#122.618#122.944
1042;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#122.944#123.27
1043;иззз;из;ADP;_;;_;_;_;@as1991m-words#@as1991m#123.27#123.596
1044;выступлений;выступление;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur;_;_;_;@as1991m-words#@as1991m#123.596#123.922
1045;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#123.922#124.248
1046;ну;ну;INTJ;_;_;_;_;_;@as1991m-words#@as1991m#124.248#124.574
1047;конечно;конечно;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#124.574#124.9
1048;бывает;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#124.9#125.226
1049;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#125.226#125.552
1050;да;да;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#125.552#125.89
1051;ну;ну;INTJ;_;_;_;_;_;@as1991m-words#@as1991m#127.46#127.781
1052;если;если;SCONJ;_;_;_;_;_;@as1991m-words#@as1991m#127.781#128.102
1053;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#128.102#128.423
1054;происходит;происходить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#128.423#128.744
1055;на;на;ADP;_;_;_;_;_;@as1991m-words#@as1991m#128.744#129.065
1056;съемках;съемка;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur;_;_;_;@as1991m-words#@as1991m#129.065#129.386
1057;нас;мы;PRON;_;Case=Acc|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#129.386#129.707
1058;в;в;ADP;_;_;_;_;_;@as1991m-words#@as1991m#129.707#130.028
1059;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#130.028#130.349
1060;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#130.349#130.67
1061;происходит;происходить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#130.67#130.991
1062;редко;редко;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#130.991#131.312
1063;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#131.312#131.633
1064;но;но;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#131.633#131.954
1065;на;на;ADP;_;_;_;_;_;@as1991m-words#@as1991m#131.954#132.275
1066;съемках;съемка;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur;_;_;_;@as1991m-words#@as1991m#132.275#132.596
1067;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#132.596#132.917
1068;снимаем;снимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#132.917#133.238
1069;количество;количество;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#133.238#133.559
1070;ну;ну;INTJ;_;_;_;_;_;@as1991m-words#@as1991m#133.559#133.88
1071;импровизаций;импровизация;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@as1991m-words#@as1991m#133.88#134.201
1072;с;с;ADP;_;_;_;_;_;@as1991m-words#@as1991m#134.201#134.522
1073;запасом;запас;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#134.522#134.86
1074;то есть;то есть;CCONJ;_;;_;_;_;@as1991m-words#@as1991m#135.25#135.505
1075;у;у;ADP;_;_;_;_;_;@as1991m-words#@as1991m#135.505#135.76
1076;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#135.76#136.015
1077;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#136.015#136.27
1078;бывает;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#136.27#136.525
1079;такого;такой;DET;_;Case=Gen|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#136.525#136.78
1080;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#136.78#137.035
1081;что;что;PRON;_;Case=Acc;_;_;_;@as1991m-words#@as1991m#137.035#137.29
1082;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#137.29#137.545
1083;переснимаем;переснимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#137.545#137.8
1084;какую-то;какой-то;DET;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#137.8#138.055
1085;импровизацию;импровизация;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#138.055#138.31
1086;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#138.31#138.565
1087;допустим;допустить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#138.565#138.82
1088;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#138.82#139.075
1089;там;там;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#139.075#139.33
1090;играем;играть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#139.33#139.585
1091;играем;играть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#139.585#139.84
1092;и;и;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#139.84#140.095
1093;нам;мы;PRON;_;Case=Dat|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#140.095#140.35
1094;говорят;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#140.35#140.605
1095;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#140.605#140.86
1096;стоп;стоп;INTJ;_;_;_;_;_;@as1991m-words#@as1991m#140.86#141.115
1097;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#141.115#141.37
1098;заново;заново;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#141.37#141.64
1099;такого;такой;DET;_;Case=Gen|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#141.89#142.138
1100;не-не;не;PART;_;;_;_;_;@as1991m-words#@as1991m#142.138#142.386
1101;может;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#142.386#142.634
1102;быть;быть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@as1991m-words#@as1991m#142.634#142.882
1103;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#142.882#143.13
1104;потому;потому;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#143.13#143.188
1105;что;что;SCONJ;_;_;_;_;_;@as1991m-words#@as1991m#143.188#143.246
1106;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#143.246#143.304
1107;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#143.304#143.362
1108;можем;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#143.362#143.42
1109;играть;играть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@as1991m-words#@as1991m#143.42#143.478
1110;заново;заново;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#143.478#143.536
